Age,Income,Saving (Cash),Property owner,Other asset,Counts,Percent
80.0, >50K,5.0,0.0,0.0,1,0.0%
80.0, >50K,1.0,1.0,1.0,1,0.0%
63.0, >50K,4.0,0.0,1.0,1,0.0%
80.0, <=50K,5.0,1.0,0.0,1,0.0%
80.0, <=50K,5.0,0.0,1.0,1,0.0%
76.0, <=50K,0.0,0.0,1.0,1,0.0%
27.0, >50K,2.0,0.0,0.0,1,0.0%
62.0, >50K,3.0,1.0,0.0,1,0.0%
71.0, <=50K,0.0,1.0,1.0,1,0.0%
68.0, >50K,0.0,0.0,0.0,1,0.0%
25.0, >50K,0.0,1.0,1.0,1,0.0%
70.0, >50K,5.0,0.0,0.0,1,0.0%
70.0, >50K,4.0,1.0,1.0,1,0.0%
70.0, >50K,4.0,0.0,0.0,1,0.0%
68.0, >50K,0.0,1.0,0.0,1,0.0%
70.0, >50K,3.0,1.0,0.0,1,0.0%
70.0, >50K,3.0,0.0,1.0,1,0.0%
70.0, >50K,3.0,0.0,0.0,1,0.0%
70.0, >50K,1.0,1.0,0.0,1,0.0%
70.0, >50K,1.0,0.0,1.0,1,0.0%
70.0, >50K,1.0,0.0,0.0,1,0.0%
70.0, >50K,0.0,1.0,0.0,1,0.0%
70.0, >50K,0.0,0.0,1.0,1,0.0%
70.0, >50K,0.0,0.0,0.0,1,0.0%
68.0, >50K,2.0,0.0,0.0,1,0.0%
68.0, >50K,2.0,1.0,0.0,1,0.0%
22.0, >50K,2.0,0.0,1.0,1,0.0%
22.0, >50K,0.0,1.0,1.0,1,0.0%
71.0, >50K,5.0,1.0,1.0,1,0.0%
21.0, >50K,3.0,1.0,1.0,1,0.0%
71.0, >50K,4.0,1.0,0.0,1,0.0%
71.0, >50K,4.0,0.0,0.0,1,0.0%
71.0, >50K,3.0,1.0,0.0,1,0.0%
71.0, >50K,3.0,0.0,1.0,1,0.0%
71.0, >50K,1.0,1.0,0.0,1,0.0%
71.0, >50K,1.0,0.0,0.0,1,0.0%
64.0, >50K,1.0,0.0,1.0,1,0.0%
71.0, >50K,0.0,0.0,1.0,1,0.0%
71.0, <=50K,5.0,1.0,1.0,1,0.0%
71.0, <=50K,5.0,0.0,1.0,1,0.0%
71.0, <=50K,5.0,0.0,0.0,1,0.0%
71.0, <=50K,4.0,1.0,0.0,1,0.0%
25.0, >50K,2.0,0.0,1.0,1,0.0%
68.0, <=50K,3.0,0.0,1.0,1,0.0%
21.0, >50K,0.0,0.0,0.0,1,0.0%
21.0, >50K,0.0,1.0,0.0,1,0.0%
25.0, >50K,1.0,1.0,0.0,1,0.0%
24.0, >50K,5.0,0.0,0.0,1,0.0%
70.0, <=50K,4.0,0.0,1.0,1,0.0%
68.0, >50K,3.0,1.0,0.0,1,0.0%
70.0, <=50K,3.0,1.0,1.0,1,0.0%
69.0, >50K,2.0,0.0,1.0,1,0.0%
22.0, >50K,3.0,0.0,0.0,1,0.0%
22.0, >50K,3.0,0.0,1.0,1,0.0%
69.0, >50K,0.0,0.0,1.0,1,0.0%
69.0, >50K,0.0,0.0,0.0,1,0.0%
22.0, >50K,4.0,1.0,1.0,1,0.0%
22.0, >50K,5.0,0.0,0.0,1,0.0%
69.0, <=50K,5.0,0.0,1.0,1,0.0%
22.0, >50K,5.0,0.0,1.0,1,0.0%
22.0, >50K,5.0,1.0,1.0,1,0.0%
23.0, >50K,4.0,1.0,0.0,1,0.0%
23.0, >50K,4.0,0.0,1.0,1,0.0%
23.0, >50K,3.0,1.0,1.0,1,0.0%
23.0, >50K,0.0,0.0,0.0,1,0.0%
23.0, >50K,2.0,1.0,1.0,1,0.0%
23.0, >50K,1.0,1.0,1.0,1,0.0%
23.0, >50K,1.0,1.0,0.0,1,0.0%
69.0, >50K,2.0,1.0,0.0,1,0.0%
69.0, >50K,3.0,0.0,0.0,1,0.0%
22.0, >50K,2.0,1.0,0.0,1,0.0%
68.0, >50K,4.0,1.0,1.0,1,0.0%
24.0, >50K,4.0,0.0,1.0,1,0.0%
68.0, >50K,3.0,1.0,1.0,1,0.0%
68.0, >50K,4.0,0.0,1.0,1,0.0%
24.0, >50K,3.0,1.0,0.0,1,0.0%
24.0, >50K,3.0,0.0,1.0,1,0.0%
24.0, >50K,3.0,0.0,0.0,1,0.0%
68.0, >50K,4.0,1.0,0.0,1,0.0%
24.0, >50K,0.0,1.0,1.0,1,0.0%
69.0, >50K,3.0,1.0,1.0,1,0.0%
24.0, >50K,0.0,1.0,0.0,1,0.0%
69.0, >50K,5.0,1.0,1.0,1,0.0%
69.0, >50K,5.0,1.0,0.0,1,0.0%
69.0, >50K,5.0,0.0,1.0,1,0.0%
69.0, >50K,4.0,1.0,1.0,1,0.0%
69.0, >50K,4.0,0.0,1.0,1,0.0%
69.0, >50K,4.0,0.0,0.0,1,0.0%
71.0, >50K,5.0,1.0,0.0,1,0.0%
72.0, <=50K,0.0,1.0,0.0,1,0.0%
75.0, >50K,4.0,0.0,1.0,1,0.0%
74.0, >50K,4.0,0.0,1.0,1,0.0%
74.0, >50K,2.0,0.0,0.0,1,0.0%
74.0, >50K,1.0,1.0,0.0,1,0.0%
74.0, >50K,1.0,0.0,1.0,1,0.0%
74.0, >50K,0.0,1.0,0.0,1,0.0%
61.0, >50K,3.0,0.0,1.0,1,0.0%
74.0, <=50K,5.0,0.0,0.0,1,0.0%
61.0, >50K,1.0,1.0,1.0,1,0.0%
66.0, >50K,0.0,1.0,1.0,1,0.0%
74.0, <=50K,4.0,0.0,0.0,1,0.0%
66.0, >50K,1.0,1.0,1.0,1,0.0%
61.0, >50K,0.0,0.0,0.0,1,0.0%
74.0, <=50K,2.0,1.0,1.0,1,0.0%
74.0, <=50K,2.0,0.0,0.0,1,0.0%
27.0, >50K,0.0,0.0,1.0,1,0.0%
74.0, <=50K,1.0,0.0,1.0,1,0.0%
66.0, >50K,3.0,1.0,0.0,1,0.0%
66.0, >50K,3.0,1.0,1.0,1,0.0%
74.0, >50K,4.0,0.0,0.0,1,0.0%
74.0, >50K,5.0,0.0,0.0,1,0.0%
67.0, >50K,5.0,0.0,1.0,1,0.0%
74.0, >50K,5.0,0.0,1.0,1,0.0%
75.0, >50K,3.0,0.0,1.0,1,0.0%
75.0, >50K,2.0,0.0,1.0,1,0.0%
75.0, >50K,0.0,1.0,0.0,1,0.0%
62.0, >50K,3.0,0.0,0.0,1,0.0%
75.0, <=50K,5.0,0.0,0.0,1,0.0%
66.0, <=50K,3.0,0.0,0.0,1,0.0%
75.0, <=50K,4.0,0.0,1.0,1,0.0%
75.0, <=50K,4.0,0.0,0.0,1,0.0%
62.0, >50K,1.0,0.0,1.0,1,0.0%
75.0, <=50K,3.0,1.0,0.0,1,0.0%
62.0, >50K,0.0,1.0,1.0,1,0.0%
75.0, <=50K,2.0,1.0,0.0,1,0.0%
75.0, <=50K,2.0,0.0,1.0,1,0.0%
75.0, <=50K,2.0,0.0,0.0,1,0.0%
75.0, <=50K,1.0,1.0,1.0,1,0.0%
75.0, <=50K,0.0,0.0,1.0,1,0.0%
75.0, <=50K,0.0,0.0,0.0,1,0.0%
66.0, >50K,4.0,0.0,0.0,1,0.0%
73.0, >50K,4.0,1.0,1.0,1,0.0%
73.0, >50K,3.0,0.0,1.0,1,0.0%
73.0, >50K,3.0,0.0,0.0,1,0.0%
72.0, >50K,4.0,0.0,0.0,1,0.0%
72.0, >50K,3.0,1.0,1.0,1,0.0%
72.0, >50K,2.0,0.0,0.0,1,0.0%
72.0, >50K,1.0,1.0,1.0,1,0.0%
72.0, >50K,1.0,0.0,1.0,1,0.0%
72.0, >50K,0.0,0.0,1.0,1,0.0%
26.0, >50K,0.0,1.0,1.0,1,0.0%
67.0, >50K,0.0,0.0,1.0,1,0.0%
67.0, >50K,0.0,1.0,0.0,1,0.0%
67.0, >50K,0.0,1.0,1.0,1,0.0%
67.0, >50K,1.0,0.0,0.0,1,0.0%
72.0, <=50K,4.0,0.0,0.0,1,0.0%
67.0, >50K,3.0,0.0,1.0,1,0.0%
67.0, >50K,3.0,1.0,0.0,1,0.0%
67.0, >50K,3.0,1.0,1.0,1,0.0%
72.0, <=50K,2.0,0.0,0.0,1,0.0%
67.0, >50K,4.0,0.0,1.0,1,0.0%
72.0, >50K,5.0,0.0,0.0,1,0.0%
58.0, >50K,5.0,0.0,0.0,1,0.0%
73.0, <=50K,1.0,1.0,0.0,1,0.0%
66.0, >50K,5.0,0.0,1.0,1,0.0%
73.0, >50K,2.0,1.0,1.0,1,0.0%
73.0, >50K,1.0,0.0,1.0,1,0.0%
66.0, >50K,5.0,0.0,0.0,1,0.0%
73.0, >50K,0.0,1.0,0.0,1,0.0%
73.0, <=50K,5.0,1.0,1.0,1,0.0%
73.0, <=50K,5.0,1.0,0.0,1,0.0%
26.0, >50K,4.0,1.0,0.0,1,0.0%
73.0, <=50K,4.0,1.0,0.0,1,0.0%
60.0, >50K,0.0,1.0,0.0,1,0.0%
66.0, >50K,5.0,1.0,0.0,1,0.0%
73.0, <=50K,4.0,0.0,0.0,1,0.0%
26.0, >50K,3.0,0.0,0.0,1,0.0%
26.0, >50K,2.0,1.0,1.0,1,0.0%
60.0, >50K,4.0,1.0,1.0,1,0.0%
60.0, >50K,3.0,0.0,0.0,1,0.0%
73.0, <=50K,2.0,0.0,0.0,1,0.0%
71.0, >50K,0.0,1.0,1.0,1,0.0%
